4KHz X(mg),Y(mg),Z(mg)
2.17,0.20,-0.80
1.25,-0.51,-0.41
-0.68,-1.86,4.10
0.16,3.05,-0.45
-2.36,4.00,-3.95
-1.09,1.31,-1.58
1.68,-1.68,0.02
0.53,-1.52,0.98
0.35,-2.77,1.27
-0.64,-2.50,0.29
-2.25,1.17,1.91
-1.17,-2.17,1.97
0.68,3.03,-1.17
0.80,5.27,-1.76
0.74,0.88,0.20
3.01,-2.25,4.26
2.03,-2.71,1.45
-2.44,0.06,-0.21
-3.79,3.67,0.21
-4.45,2.27,3.73
-1.74,1.62,1.66
1.13,-1.74,0.43
-0.47,0.27,1.27
-0.84,1.00,-2.99
0.59,-0.61,-0.92
1.07,0.86,0.86
-0.80,2.81,0.86
1.17,4.30,0.21
2.71,1.09,-1.07
0.49,-2.21,-1.60
-0.35,-0.04,-1.70
0.02,1.02,-0.06
-2.36,-2.60,-2.91
-2.87,-2.30,-4.63
-0.80,0.37,-1.78
-0.37,-0.08,2.66
-0.20,1.80,2.15
-0.18,-4.82,-0.25
-1.95,-6.64,-3.79
1.33,-0.78,-0.78
2.30,5.35,-1.35
0.82,2.56,-1.86
-0.25,-2.60,-1.41
-1.50,-0.20,0.82
-2.64,2.58,0.55
-0.86,3.75,-1.95
0.39,-0.72,-2.89
0.86,-1.35,-2.70
0.88,-1.25,-1.52
3.22,-1.82,0.04
3.46,0.98,-4.24
1.11,2.83,0.78
-1.17,-1.89,1.46
-1.52,-3.50,0.16
-1.31,-0.84,-1.19
-1.72,-1.87,-2.29
-2.48,0.92,-2.17
-0.72,1.00,0.80
0.88,1.05,1.05
-1.35,-1.09,-2.27
-1.89,-1.39,-1.31
-1.89,0.66,-0.37
-3.20,-1.35,-0.43
-1.02,1.48,-0.59
0.78,1.00,-1.13
5.51,1.17,-3.85
3.07,-2.11,-3.55
-0.29,2.93,-2.75
0.35,-0.43,-0.76
1.58,-1.33,-0.04
2.34,2.93,-0.10
0.80,1.82,1.02
1.33,0.61,-0.84
-0.98,1.74,-1.76
-1.68,-0.72,0.55
0.29,-0.96,3.34
-1.33,0.98,2.48
-0.68,3.50,-0.72
0.66,3.95,-2.13
1.15,-0.31,1.45
1.78,-3.26,3.93
-0.12,-2.03,1.52
-0.78,0.78,-1.46
-0.62,2.50,-3.71
0.55,-0.08,-1.29
3.01,-1.45,1.78
1.43,-1.86,0.21
-0.59,-1.74,0.64
1.27,-0.74,0.04
-2.15,2.30,-0.51
-1.87,-0.27,0.20
-0.37,-1.86,-0.98
0.88,-0.43,-4.06
0.78,-1.64,-4.90
0.96,1.33,-3.22
1.70,0.18,-3.01
-1.84,0.35,-1.74
-3.55,-0.16,0.92
-0.27,-1.17,1.00
-0.02,0.31,1.41
-0.20,-0.29,1.29
1.46,-2.23,0.16
1.33,0.16,-0.14
1.54,-0.59,1.60
0.70,-2.17,2.36
-0.21,0.31,-0.68
-2.30,3.67,-1.02
-0.20,-0.51,-0.45
1.95,0.41,-5.86
0.76,0.25,-2.71
1.46,0.84,-1.56
0.18,-2.79,0.39
-1.78,1.93,-0.12
-2.48,4.92,1.97
-0.61,6.31,-1.56
-0.62,-1.35,1.25
1.60,-1.31,3.34
0.90,-2.17,0.39
0.86,-2.05,2.64
0.51,-1.21,3.87
-1.19,0.53,3.28
-2.93,-0.49,0.14
-2.29,-4.92,-1.00
-0.06,-0.47,0.25
1.58,0.43,-3.59
2.40,2.40,-4.37
1.56,2.11,-5.04
0.70,1.35,-2.07
-3.52,0.08,-0.66
-1.07,-2.44,-1.29
-2.19,3.20,-1.54
0.20,3.42,-1.37
0.88,-0.04,-1.13
0.74,0.23,-1.33
2.87,1.07,2.09
0.23,-0.96,3.61
-3.03,0.47,3.12
-1.39,2.38,-0.66
-2.56,-0.12,-5.76
-1.46,0.12,-0.49
-2.15,2.05,3.65
-1.91,0.76,3.34
1.43,-1.84,1.89
-0.20,2.03,-0.94
0.02,4.77,-0.12
0.37,0.57,1.48
0.14,0.20,1.78
2.93,-1.50,0.27
3.91,-1.04,-1.97
2.09,0.62,-0.06
1.87,0.00,1.70
2.34,-2.54,4.20
-0.68,1.50,2.34
-1.39,1.35,0.45
-2.42,0.80,1.11
-1.87,0.66,1.23
1.93,-0.18,-1.00
0.82,-0.57,-4.30
1.41,-1.89,-2.81
1.58,-1.17,-0.62
2.42,-2.95,-0.08
1.99,-2.19,1.05
2.52,-0.86,1.52
-0.55,1.46,-0.41
0.82,2.99,-1.37
0.27,0.72,-1.97
-0.64,-1.17,0.35
1.97,-1.56,0.43
1.43,1.07,0.64
4.12,-2.38,-0.76
1.45,-2.42,-2.50
-2.89,1.45,-1.54
-0.57,-0.41,2.52
1.76,0.25,3.87
4.69,1.52,3.01
2.97,-1.02,-0.43
2.44,1.95,-2.97
3.38,1.66,-1.45
-1.54,-0.12,-0.96
-0.96,1.84,-0.70
-1.54,3.14,2.01
-2.73,-1.82,0.16
-2.81,0.57,-3.09
0.53,-1.04,-0.08
1.19,-2.40,1.11
-0.45,-1.91,2.03
2.46,0.49,1.13
1.82,0.59,1.70
-1.31,1.50,0.25
-1.39,-0.78,0.35
2.62,1.07,-1.50
2.89,1.99,-1.50
1.54,3.38,-2.01
2.99,0.80,-1.13
0.43,-3.05,0.12
-0.98,-0.68,-3.52
2.70,0.43,-2.58
1.99,0.00,-0.12
-0.47,-1.76,0.25
-1.62,-5.41,0.66
1.04,-8.09,0.49
0.14,-4.36,1.52
-0.82,1.91,-0.62
-2.27,3.22,-3.16
-2.87,0.18,-4.18
-1.37,5.00,-1.70
0.49,3.38,-0.20
-0.80,-0.08,0.94
0.31,0.43,-2.44
0.68,-0.82,0.31
-1.68,-4.10,5.14
-0.98,-0.31,2.71
0.68,3.98,1.52
-1.17,2.27,2.70
0.80,-1.89,1.48
2.71,-2.68,1.37
2.13,1.19,1.54
-0.39,3.32,3.54
-3.65,-1.17,2.03
-5.47,-3.24,4.30
-2.73,-4.00,3.18
-1.05,-1.00,-1.33
-0.41,0.64,1.35
-1.91,-0.06,1.56
-1.46,-2.29,-1.11
-0.18,-5.39,2.44
-2.07,-4.36,-0.84
-3.98,-1.93,-1.87
-0.88,-2.48,-0.66
-0.39,-3.12,0.59
-0.47,-3.03,1.76
1.11,-1.17,2.13
0.51,0.31,0.55
2.03,2.01,-0.96
-0.45,5.12,-2.42
-1.54,2.30,1.21
0.31,0.20,2.77
-0.39,0.62,-1.95
-1.89,-2.32,2.42
-1.52,-2.85,-1.21
-4.16,-1.68,-0.31
-1.02,2.50,2.15
1.48,0.96,0.43
-0.43,-1.76,0.45
0.37,-0.47,2.56
-1.43,2.54,1.80
-3.96,0.57,4.00
-4.79,0.55,3.05
-4.45,2.40,0.80
-1.45,5.00,-0.94
1.37,0.02,-1.07
1.31,0.84,-1.31
1.56,0.94,-3.79
-0.76,0.94,-5.33
-0.29,-0.25,-1.84
-1.17,-3.40,-2.60
2.05,0.18,-5.33
3.40,1.45,-3.61
2.42,-4.30,-2.17
1.37,-2.44,-3.22
-1.45,1.31,-0.10
-0.47,-0.96,0.86
-0.43,-1.62,-1.76
2.13,-0.49,-1.37
3.14,-3.22,0.31
-3.93,-1.84,-0.70
-0.90,-3.11,-1.11
0.31,-4.22,-0.49
-1.56,-4.47,1.70
-2.52,-3.12,4.96
-0.51,2.11,3.83
-0.72,1.35,4.30
1.29,-2.29,1.84
0.27,-1.50,-0.72
-0.20,0.45,-0.53
0.74,1.97,0.18
1.60,1.78,-1.17
0.43,-1.48,0.04
1.05,-0.02,1.66
1.11,-6.04,1.82
1.07,-4.26,3.89
-0.21,-0.84,3.73
1.33,0.92,2.40
0.82,0.08,1.91
0.02,-0.80,1.25
0.18,0.88,-1.89
-0.86,-0.02,-2.60
1.48,-1.19,0.02
1.05,1.60,0.96
1.91,0.49,1.23
0.49,0.21,1.78
0.23,0.16,2.17
-0.86,-1.07,-1.56
1.07,0.78,-3.40
-0.59,0.12,-1.09
-2.44,-0.49,-1.80
-1.05,-0.04,-0.70
0.70,-0.04,-2.50
-0.47,1.54,0.37
-1.33,1.86,0.62
0.35,2.56,-2.15
-1.66,2.23,-0.59
-2.64,4.00,-1.27
-3.11,0.55,-0.94
-1.89,-1.62,-0.33
2.07,-2.07,1.64
1.09,-1.87,-1.00
2.79,0.08,-2.42
1.58,-0.20,0.64
1.82,-1.84,-0.12
-0.31,2.09,-0.53
-3.57,2.66,-0.06
-2.13,-1.43,0.76
-1.04,-0.45,-1.23
-1.82,1.35,0.66
-2.58,1.43,-2.29
-3.03,-1.00,-1.23
-1.50,-2.21,0.98
0.39,-3.55,1.91
1.31,-5.49,-0.29
-1.17,-0.53,-2.07
3.40,0.41,-0.43
1.54,-1.04,1.17
1.62,-0.96,1.74
0.62,-3.48,2.01
0.80,-1.05,-1.21
1.29,1.66,-2.32
2.60,-0.37,1.70
2.89,-0.02,3.01
-1.87,-1.04,-3.16
-3.38,0.59,-7.29
0.61,-1.74,-4.61
0.74,-2.05,-1.25
-1.95,-1.58,-0.64
-0.72,1.00,0.29
-0.33,0.59,1.68
1.15,0.68,5.02
-2.25,-1.21,2.64
-5.06,1.13,0.16
0.33,1.46,0.43
0.31,3.26,1.52
-1.64,0.78,2.15
-0.51,-2.70,-0.06
2.40,-0.20,-1.82
2.50,-0.12,-0.35
0.86,0.25,4.00
-1.39,-0.43,2.70
-2.71,-0.72,0.45
0.06,2.03,-0.55
-0.70,4.55,-0.74
1.95,2.56,1.95
1.02,1.78,-1.89
-0.70,-1.04,-3.36
0.59,0.41,-3.16
-2.75,2.58,-0.08
-2.91,3.32,-0.35
-0.66,3.71,-1.86
-0.18,0.51,1.70
-0.53,0.16,0.43
1.89,-1.89,-2.21
2.32,2.75,1.37
1.72,6.80,1.25
1.27,3.03,0.96
1.52,1.46,-0.68
-0.29,-2.87,-3.61
0.12,-1.33,-3.07
1.35,-0.92,-0.62
1.27,-0.61,0.61
0.51,3.09,0.90
1.60,1.45,-1.19
-1.11,-1.25,-0.78
-0.98,-0.80,-0.41
-1.95,-0.10,2.50
-2.77,-1.76,-0.53
0.98,0.96,-5.08
0.74,0.41,-3.05
-0.53,-0.68,2.05
-0.80,-0.82,0.23
-0.18,-4.18,-0.88
0.12,-4.00,-0.96
0.49,2.73,0.59
-0.20,1.84,0.16
0.04,3.71,-0.25
-1.23,-0.39,-0.16
-0.72,-1.19,-1.31
1.29,-0.90,1.07
0.33,2.01,0.88
-1.33,1.84,1.50
-0.20,-1.35,0.12
3.07,-0.23,0.25
4.16,-0.10,1.97
3.42,0.35,1.19
1.00,-0.55,-0.20
-0.33,3.22,-0.55
0.70,4.00,0.90
-0.80,0.23,1.97
-0.86,0.98,-1.11
-1.05,0.88,-2.52
2.34,-1.74,-2.01
3.01,-3.55,-0.18
2.01,-1.19,0.02
1.11,2.30,1.04
1.56,-1.23,0.12
1.86,-1.04,1.78
1.35,-1.35,-0.62
0.41,-0.62,-3.38
-0.74,2.91,-4.18
-0.25,3.42,-1.48
-2.05,1.04,-0.10
-1.33,-0.86,-1.23
0.31,1.60,-2.81
-0.88,3.83,-1.00
1.11,3.81,-1.39
0.37,5.08,-0.57
2.32,2.30,1.37
3.03,-1.19,1.72
1.25,-1.35,-1.43
0.31,-1.02,-1.02
0.23,-3.18,3.55
0.08,-2.97,2.46
-1.25,1.72,0.61
-2.05,2.30,-1.46
-1.60,-3.18,-3.32
-0.47,0.29,-0.96
2.03,2.42,-0.35
3.18,-1.07,0.14
0.94,-2.48,2.97
1.11,3.42,4.94
-0.18,3.52,2.50
2.38,1.52,0.27
0.49,2.05,-3.14
-1.43,-1.31,-1.48
-1.17,-1.72,-0.98
-0.29,-2.89,-2.07
-0.41,-2.17,0.57
-2.95,3.44,-3.40
-3.77,2.32,-3.83
-1.54,0.18,-1.62
0.06,-0.61,2.58
1.46,-0.92,2.36
0.84,-2.46,-1.31
1.74,-1.29,-5.06
-3.05,1.33,-0.59
-2.21,-1.58,3.77
-1.99,-3.30,0.25
-1.33,-1.05,0.98
-0.78,2.27,0.35
0.21,1.93,-0.59
-0.23,4.02,-3.38
-0.84,3.01,1.05
0.78,-0.74,4.22
2.44,-2.62,-0.25
0.55,-1.97,-4.82
-0.35,-1.13,-1.17
0.37,-2.17,0.90
2.09,-0.37,0.20
1.76,1.91,-0.68
-1.05,1.86,2.32
0.96,-1.52,1.52
1.05,-2.56,-1.05
-3.83,0.27,0.06
-1.95,-0.53,1.09
2.44,2.03,1.11
4.37,3.34,-0.76
5.04,2.27,0.18
2.25,4.80,2.30
1.93,3.11,2.15
-0.76,-0.04,1.82
2.03,-0.49,0.59
0.43,-1.54,-1.78
-0.66,0.08,-0.49
-0.57,0.41,-0.12
2.50,2.48,1.25
-1.74,2.19,-1.43
-4.84,1.48,-0.78
-4.55,4.10,0.16
-1.43,-0.43,1.37
-0.80,-2.03,2.89
-0.47,-3.48,-2.66
-1.46,-2.23,-4.41
-0.49,1.60,-1.72
1.27,-2.07,0.90
0.18,-1.25,-2.13
0.12,-2.36,-2.71
0.29,-3.52,-0.31
0.04,-2.40,2.13
-0.80,-2.29,2.36
-2.56,-0.45,2.40
-0.82,3.22,-0.23
-0.82,0.70,1.84
-1.29,-0.82,4.24
0.47,-0.86,2.30
0.29,2.48,-2.54
0.43,2.70,-3.89
2.42,-3.59,-1.33
-0.08,-1.52,0.35
3.11,5.33,-1.33
1.31,0.53,1.64
-0.84,-2.27,1.60
2.07,-3.24,0.14
-0.62,-1.76,1.45
3.50,0.14,0.47
0.90,1.52,-1.93
-0.55,-2.17,-0.55
-1.74,-5.25,-2.71
-1.27,-4.18,-0.82
-0.31,-1.00,3.16
-0.64,-1.46,1.13
-1.23,3.38,-0.43
0.41,3.67,1.15
-1.02,0.68,-0.53
-1.58,1.72,-2.62
-3.01,-2.07,-2.17
-2.68,-3.14,0.37
-0.84,0.82,3.20
1.00,4.22,3.34
-0.10,0.57,0.53
-1.27,-1.95,1.35
1.76,2.27,1.45
1.21,0.98,-3.18
1.43,0.49,-1.52
1.45,1.19,1.41
0.62,2.17,0.57
-0.45,1.80,0.55
-2.93,-1.80,-3.55
-2.03,-0.29,-1.15
1.66,3.05,0.62
1.52,0.47,0.61
0.10,-1.23,2.54
0.80,1.80,1.48
0.61,-0.62,-2.13
0.45,-0.33,0.10
-0.64,-0.49,2.32
-0.68,-3.09,1.07
0.80,-0.04,0.78
1.15,0.45,0.74
-0.39,-1.33,-0.02
-0.62,-2.68,0.21
1.07,-2.38,0.04
2.19,-3.57,3.22
-2.48,-3.05,2.21
-3.42,-0.29,-0.10
0.29,2.75,-0.66
-0.59,0.37,2.13
-2.03,-2.83,1.23
0.29,-4.55,0.45
1.35,-1.00,2.11
0.76,0.20,0.64
0.23,-6.78,-3.24
1.09,-3.98,-0.04
-1.97,-1.11,-0.80
-1.39,0.02,-0.61
-0.12,-0.61,-0.51
1.56,-1.56,0.45
0.90,-1.82,3.18
3.57,2.56,3.22
2.68,-2.01,0.70
-0.47,-0.08,-0.68
-3.26,3.50,2.09
-0.16,-0.84,3.65
1.84,-2.60,1.95
0.16,1.37,0.59
0.31,0.80,-0.90
-1.97,2.13,1.93
-1.93,2.48,2.97
0.68,-0.08,0.37
3.16,2.81,0.68
4.24,3.30,-2.38
3.38,1.56,-3.28
0.25,-1.15,-1.29
0.92,-1.62,1.48
-0.72,1.48,-1.50
-0.68,-1.13,-0.02
1.25,-0.92,-0.55
-0.57,-1.15,-2.77
0.59,0.62,-0.04
0.51,-1.33,1.39
-0.23,-2.89,1.58
-1.62,-0.20,1.00
-1.17,0.04,-3.63
2.23,0.53,-4.65
1.97,0.70,-2.50
1.07,-0.62,-1.62
-2.60,-1.97,3.46
-0.14,-1.97,3.30
1.02,-0.72,0.47
1.46,2.91,-1.48
2.71,1.95,2.21
1.27,-0.29,3.57
4.98,-0.86,3.20
3.26,-4.45,0.82
-0.92,0.02,3.67
1.15,-0.62,4.34
-2.50,-0.76,3.32
-4.75,1.17,1.54
0.53,-1.31,-1.04
0.66,-2.44,-2.62
-0.35,-1.70,-2.19
-1.45,1.43,-0.39
-0.64,1.19,0.59
-0.45,0.37,-0.10
2.42,2.68,-2.09
0.94,1.31,-0.08
-0.10,2.17,2.50
0.18,2.42,2.36
1.05,-0.90,0.78
-0.02,-2.91,-1.23
0.16,-0.53,0.55
0.47,0.39,1.74
-1.58,0.04,-0.41
-0.10,2.09,-0.02
-0.49,2.73,1.70
1.15,2.27,-0.88
2.54,1.37,-0.35
0.20,2.25,1.46
0.02,3.81,2.34
-0.39,2.93,2.81
0.00,-0.41,-3.20
-2.71,0.72,-4.43
-0.66,0.18,0.72
0.86,-0.35,0.53
1.93,-0.27,-0.53
-2.70,2.83,0.06
-0.92,1.54,-1.48
1.39,-1.48,-1.19
-1.29,-3.55,0.02
-0.78,3.81,-0.37
1.54,2.09,0.80
2.07,-0.84,2.54
-0.98,0.35,1.13
-1.56,0.74,-1.00
-0.04,-0.27,0.08
0.21,0.90,1.33
-1.25,-0.41,2.03
0.70,-3.61,1.62
0.08,-1.13,-0.04
-0.37,-0.45,-1.05
-0.76,-3.36,-1.43
1.54,-1.15,-1.86
-1.21,-0.57,-3.71
-1.00,1.78,-3.26
0.14,-2.50,-0.25
-0.66,-1.84,-0.14
-0.39,-0.27,1.80
0.76,-0.10,0.20
-1.39,-0.57,-0.12
-2.73,-1.46,-0.14
-2.93,-0.94,0.49
-1.45,-0.86,2.03
-0.04,-2.97,3.40
-1.91,-3.28,2.44
-1.35,-0.49,-1.84
-0.21,3.57,-4.49
-0.49,3.61,-2.27
-0.80,-0.21,-0.64
0.33,-4.10,1.35
1.21,-1.46,0.66
-0.94,-0.62,-0.16
1.66,-3.65,-2.32
3.89,3.89,0.02
-0.10,1.82,0.70
-2.13,-1.21,1.37
-1.00,-2.71,1.13
0.12,1.15,-0.68
-1.19,-1.21,0.21
-1.52,0.06,0.18
0.68,0.90,-1.29
0.76,-2.32,-0.55
-0.35,-4.39,0.72
0.90,-0.10,0.74
1.23,1.41,3.98
2.97,-1.35,3.93
0.20,1.54,0.84
2.87,-3.95,0.70
1.46,-2.01,-0.59
-0.49,1.46,0.76
-2.05,0.16,-0.57
-2.44,-1.17,-1.82
-0.82,-2.56,1.89
-0.41,0.33,2.87
1.48,0.51,1.13
1.43,0.39,-2.29
1.46,-1.37,-0.90
-2.66,-1.64,0.16
-3.59,1.84,1.31
-1.52,2.17,-0.06
-0.84,0.27,-2.07
1.93,0.02,-0.70
-2.60,1.02,0.88
-3.30,0.31,1.35
-2.54,2.36,0.45
3.24,2.34,0.23
3.12,2.46,0.10
1.62,-3.77,1.13
2.27,-2.36,1.80
-0.59,2.58,2.07
-2.91,2.27,0.86
-0.82,4.02,1.52
-0.35,-0.72,1.80
-1.45,-1.19,-1.66
0.27,-0.92,2.03
-1.02,0.04,1.39
-3.16,0.21,-0.84
0.53,2.34,-2.48
-1.54,-0.18,-1.02
0.10,-0.45,1.91
-0.51,2.95,1.80
1.95,4.77,-1.29
0.04,0.86,-1.50
-0.37,1.15,0.47
1.52,2.50,0.72
1.48,4.14,-0.76
-1.17,2.05,-1.33
-1.39,-0.61,-0.80
-0.45,0.33,0.43
0.37,0.57,1.82
-1.00,-1.58,3.18
-1.02,-0.88,0.37
-1.46,-1.27,-3.52
1.86,-3.03,-6.07
1.39,0.06,-2.81
-1.13,-0.66,1.17
-0.02,-3.07,2.32
1.15,-3.40,-0.33
3.32,-5.70,1.52
-1.13,-1.99,-1.07
1.50,-2.81,0.49
0.08,0.10,-0.41
-0.04,-1.56,-0.12
-0.20,0.66,-0.82
-0.21,-1.48,1.11
2.99,-1.80,-1.13
2.71,2.50,-3.11
0.82,6.95,0.21
-0.21,2.87,2.62
0.92,1.66,1.70
0.51,2.79,2.29
-1.41,-1.76,3.05
-2.30,-2.81,3.95
-0.57,-0.10,1.58
2.62,-1.70,-0.64
0.70,-1.04,-0.23
-0.61,-4.26,-0.45
-1.45,0.23,3.24
0.21,-1.41,1.07
0.98,-0.70,-2.23
1.00,-1.95,0.53
1.66,-1.27,1.05
-1.27,0.76,1.35
-1.76,1.07,-0.55
0.51,1.02,0.02
-1.25,1.86,1.39
-2.30,-1.31,0.86
-0.86,-3.07,1.39
-0.25,-2.05,0.80
-1.31,-1.54,4.90
-0.51,-1.66,4.47
2.11,-1.54,1.62
0.76,-0.70,3.18
0.62,-1.93,1.29
-0.55,1.68,3.87
-2.32,-0.55,1.58
-2.01,-2.91,-0.70
0.53,1.76,-1.70
-1.86,5.00,1.13
-2.15,2.44,0.68
-1.13,-1.99,0.37
-2.01,-1.00,1.02
-3.14,0.57,2.17
0.70,2.91,1.91
0.74,-1.43,-1.72
-2.64,-0.45,-0.33
-3.01,-0.33,0.21
-2.44,-0.37,-2.54
-1.91,-1.70,-1.70
1.72,0.41,-4.02
1.87,1.91,-3.03
1.25,-0.64,-2.17
0.47,-2.23,-4.10
-2.29,-3.32,0.21
2.71,0.55,0.12
2.34,0.27,-0.08
0.84,0.41,-0.02
-2.03,0.18,-0.12
-2.25,2.64,-1.70
-0.55,-1.07,0.59
0.84,-0.80,-2.56
1.25,0.61,-2.58
-0.43,-0.70,0.74
3.46,-1.58,3.01
-0.31,-0.33,6.17
-2.95,-1.52,0.92
-1.29,-1.21,-0.41
2.05,3.09,0.10
0.92,3.40,0.64
1.54,4.24,-1.87
1.52,5.27,2.91
0.76,1.78,-0.18
0.10,-3.48,3.05
-1.27,-6.21,5.62
0.16,-2.62,1.84
0.86,-0.74,0.25
-0.02,3.01,-0.06
-0.64,5.25,1.80
-0.86,-1.09,0.49
1.02,0.21,1.37
-0.18,-0.61,2.62
-2.01,-0.55,1.97
-0.68,0.86,-0.51
1.07,1.99,-1.27
1.89,0.64,0.74
-0.21,2.23,2.52
0.04,3.81,1.29
2.25,-0.47,-1.21
1.11,-3.44,-0.49
-0.21,-3.14,0.41
-0.39,-1.29,-1.86
0.74,-0.59,-2.83
1.04,-0.62,0.23
3.52,-1.50,2.71
-0.41,-2.89,1.04
-1.00,-0.66,0.92
-0.08,0.74,0.90
1.04,-1.37,-0.37
-1.64,4.51,0.98
0.25,4.80,-1.82
0.96,2.99,-2.70
-0.12,1.66,1.87
0.68,-2.21,5.29
1.33,-4.10,4.98
0.70,-4.84,1.84
1.23,-2.38,1.05
0.04,-1.91,2.58
-0.49,-2.50,-1.93
-1.25,-2.66,0.06
-3.38,-2.19,0.39
-2.09,-3.67,1.23
-1.39,-2.68,4.20
-1.39,1.37,1.00
-1.87,1.00,-1.64
0.16,-0.12,-0.72
2.99,-0.94,-1.35
4.37,0.55,-2.03
4.36,-1.70,0.78
3.93,2.42,-1.78
2.58,7.71,-2.01
-0.21,1.82,-1.76
0.72,-0.29,1.21
0.92,-2.95,-1.82
0.29,-3.05,-5.12
-2.23,-0.47,-4.43
-1.09,-1.91,-1.25
-1.56,-3.11,-2.85
-2.05,-4.55,-1.00
-1.43,-0.59,0.92
-1.66,1.56,0.21
-2.19,0.02,0.20
-0.31,2.40,0.55
2.21,4.32,1.21
0.20,2.11,-0.08
-0.74,2.11,-0.72
-1.60,-2.19,-0.66
-0.41,1.46,-2.64
0.78,2.56,0.55
0.14,1.76,0.66
-0.55,0.84,-0.31
-1.80,-0.64,2.83
-0.43,-1.19,3.89
-0.57,-3.36,5.37
-0.29,-5.62,3.69
0.68,-1.15,1.50
0.02,-1.04,1.31
-1.50,-1.02,0.84
1.93,-0.92,1.39
-1.46,1.43,0.53
0.43,1.15,0.62
1.50,0.47,-1.87
-1.95,5.68,-3.38
-2.29,0.47,-0.29
-2.03,0.43,0.88
-2.05,3.32,3.26
-1.74,3.16,1.09
-0.04,-0.88,0.18
0.12,1.64,2.17
-0.27,-0.57,1.82
2.52,-3.79,0.16
0.25,-3.61,-1.19
-3.75,1.35,-2.38
-0.80,-2.75,-0.59
-1.89,-2.25,-0.02
-1.43,0.20,0.33
1.04,-0.12,0.90
-2.23,-0.16,-0.20
0.21,-0.68,-4.67
0.80,1.07,-3.05
-0.10,0.64,-2.13
-0.21,2.75,-1.11
0.66,-0.27,0.16
-0.14,0.21,2.54
2.01,-0.70,0.06
2.79,1.27,-2.66
2.03,0.55,-0.98
1.95,0.78,0.43
-1.76,2.46,-2.52
0.33,0.37,-1.17
3.18,-0.18,0.72
1.89,0.72,-0.08
3.50,-5.72,-0.61
-0.20,-5.10,-0.96
-0.74,1.54,-0.39
1.27,3.73,-1.39
1.68,5.00,-1.48
1.66,3.69,-4.45
0.61,-0.74,-1.60
1.48,-1.58,-1.84
0.61,-1.19,-0.23
-5.20,3.24,0.76
-2.81,0.86,1.84
-2.87,-3.63,0.66
-3.46,-4.67,0.20
1.52,1.33,-1.60
0.45,4.82,-1.23
-0.82,5.43,-2.56
-0.29,1.09,0.51
-0.90,-2.36,2.34
-0.10,1.93,-2.27
1.60,4.51,-1.19
-1.37,0.41,1.31
-2.01,1.23,-1.31
0.31,0.29,-1.21
-1.09,-1.19,3.36
-1.74,-3.65,0.57
2.48,2.38,-0.49
3.93,0.20,6.56
1.46,-1.02,5.10
0.27,-1.76,1.45
1.21,-0.41,-2.81
2.13,2.58,-1.84
1.07,2.21,2.81
1.09,0.66,0.27
1.02,2.71,-0.94
1.50,1.33,-1.45
1.95,-0.14,0.78
-0.72,0.27,1.89
-3.79,1.50,2.58
-0.55,0.74,-1.68
1.00,4.61,-5.92
1.76,2.62,-4.36
1.87,0.16,-2.38
1.66,-3.12,0.78
-2.71,-1.97,2.91
-2.48,0.04,1.19
1.64,0.43,0.74
4.71,0.61,0.21
1.74,1.11,1.46
-1.48,-1.60,-1.15
-1.60,-0.84,-2.19
2.01,2.03,-3.98
1.84,1.39,-1.39
1.66,0.74,1.43
-0.35,-0.53,-0.12
1.35,0.00,-3.34
-0.72,-0.59,-5.16
-2.85,-4.71,-4.00
-0.31,-3.48,-1.13
1.25,-1.60,0.02
3.14,-1.23,-0.66
1.43,-0.98,1.15
-0.21,-5.16,3.34
-1.21,-6.33,-1.17
0.00,-1.43,-3.38
-0.57,-2.64,-2.38
0.59,-2.70,2.95
-2.07,-0.20,0.62
-0.84,-0.35,2.23
-0.06,-2.81,-0.06
-2.52,1.02,-1.54
-1.70,-0.49,-1.64
-1.52,0.64,-1.64
-3.07,3.09,-0.59
-1.19,4.39,-1.52
1.00,4.28,-1.43
-2.01,2.17,-2.32
-1.15,1.97,-0.39
-1.31,0.21,-1.41
1.60,-0.64,0.76
0.12,1.93,0.59
-2.34,0.66,-4.77
0.74,0.27,-3.95
3.11,-0.43,-2.13
-0.47,-2.32,0.27
-0.88,1.43,3.01
1.76,-0.23,3.05
2.05,0.06,1.97
-0.55,-0.27,0.47
-1.60,2.05,0.62
-1.43,1.39,-0.55
1.72,1.87,-0.74
1.60,0.06,-1.95
-0.10,-0.16,-2.27
1.89,-0.04,0.33
1.72,0.31,0.94
-0.88,1.23,3.36
0.55,4.28,-0.14
0.70,-0.59,-0.64
0.06,-2.68,0.08
0.18,0.08,0.78
-0.18,-1.68,0.08
1.74,-0.72,-4.18
0.25,-1.64,-1.48
-1.25,-1.31,-0.18
0.23,-1.37,3.18
0.94,-0.64,2.44
2.81,1.86,2.71
3.55,3.61,0.64
2.83,0.78,-1.09
0.41,4.10,-1.48
0.06,3.83,-3.01
-1.89,1.04,-3.40
0.66,-1.62,-2.36
1.62,-1.19,2.19
-0.49,2.89,-0.23
-0.41,5.51,0.64
-1.31,5.47,4.04
2.50,3.96,-2.11
3.44,3.20,-2.71
0.96,-0.88,-1.39
-1.50,-2.09,-1.27
0.41,-3.81,-2.58
-0.70,0.27,-1.46
-2.58,0.64,-1.19
-0.35,-0.35,-1.50
1.99,1.13,-1.00
2.73,-1.25,0.35
-0.16,-4.45,-0.84
